S. No,Filing Number,Date of Listing,Date of Upload,Order/Judgement
130,2401105000692022,31-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000972022/04/Order-Challenge/04_order-Challange_004_164889258650764129762481aaa34388.pdf
131,2401105000692022,02-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000972022/04/Order-Challenge/04_order-Challange_004_164630235410352873276220949206bf4.pdf
132,2401105000692022,28-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000972022/04/Order-Challenge/04_order-Challange_004_164369708642592025461f8d3be5226d.pdf
133,2401105000702022,24-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000982022/04/Order-Challenge/04_order-Challange_004_1643281473146092380061f27c415bace.pdf
134,2401105000712022,11-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_169217688751263894064dc91f715cb6.pdf
135,2401105000712022,27-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_1688364684100178400064a2668ca28fc.pdf
136,2401105000712022,11-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_16839549671356053331645f1d1719fbe.pdf
137,2401105000712022,31-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_1680691649570106396642d51c189fc2.pdf
138,2401105000712022,15-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_1676888056159512502963f347f88c252.pdf
139,2401105000712022,12-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_1673949652150103871663c671d44718e.pdf
140,2401105000712022,14-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_16711882041063007562639c4eec08486.pdf
141,2401105000712022,18-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_16691846401738775092637dbc805bfae.pdf
142,2401105000712022,29-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_16645213031781144357633694578e57c.pdf
143,2401105000712022,02-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_166237760010055732666315de80e8099.pdf
144,2401105000712022,20-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_1658912892172012734962e1007cacadd.pdf
145,2401105000712022,17-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_1655717850120236574062b03fda8d6b5.pdf
146,2401105000712022,22-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_1650887301146788016462668a8599cb1.pdf
147,2401105000712022,21-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_16479505216643430886239bab9eb7b1.pdf
148,2401105000712022,17-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000992022/04/Order-Challenge/04_order-Challange_004_16451797901650363544620f738ec18bf.pdf
149,2401105000722022,08-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001002022/04/Order-Challenge/04_order-Challange_004_1675927143157464862063e49e676f0d2.pdf
150,2401105000722022,07-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001002022/04/Order-Challenge/04_order-Challange_004_167101243411779121306399a052d3133.pdf
151,2401105000722022,09-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001002022/04/Order-Challenge/04_order-Challange_004_1668162150396432085636e2266d84b5.pdf
152,2401105000722022,21-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001002022/04/Order-Challenge/04_order-Challange_004_16639134191794417764632d4dcba257f.pdf
153,2401105000722022,23-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001002022/04/Order-Challenge/04_order-Challange_004_16614258771659225767630758d594990.pdf
154,2401105000722022,06-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001002022/04/Order-Challenge/04_order-Challange_004_1657535442210082497362cbfbd2a3290.pdf
155,2401105000722022,07-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001002022/04/Order-Challenge/04_order-Challange_004_1654771670207417081662a1cfd694427.pdf
156,2401105000722022,29-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001002022/04/Order-Challenge/04_order-Challange_004_16487239191624386383624587cf712ca.pdf
157,2401105000722022,14-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001002022/04/Order-Challenge/04_order-Challange_004_16449265601748881354620b966044ae4.pdf
158,2401105000732022,11-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_1692176905194294551964dc92092e29a.pdf
159,2401105000732022,27-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_1688364664133991862164a2667848f01.pdf
160,2401105000732022,11-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_1683954983436512504645f1d27403d1.pdf
161,2401105000732022,31-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_1680691663692050198642d51cf6bf28.pdf
162,2401105000732022,15-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_167688807112494732663f34807653d4.pdf
163,2401105000732022,12-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_167394967615493013263c671ec2fdda.pdf
164,2401105000732022,14-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_16711882171877111963639c4ef9aafad.pdf
165,2401105000732022,18-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_1669184730563174432637dbcda4abd2.pdf
166,2401105000732022,29-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_16645213242708225916336946ce9276.pdf
167,2401105000732022,02-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_166237762118072231176315de95a8314.pdf
168,2401105000732022,20-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_165891297164574635162e100cbd2763.pdf
169,2401105000732022,17-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_1655717870179625350362b03fee2665b.pdf
170,2401105000732022,22-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_165088732095214982662668a9867578.pdf
171,2401105000732022,21-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_1647950543689304346239bacf3d2e1.pdf
172,2401105000732022,17-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001012022/04/Order-Challenge/04_order-Challange_004_16451798121096851714620f73a43e42e.pdf
173,2401105000752022,31-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001052022/04/Order-Challenge/04_order-Challange_004_1643707542181642733261f8fc96d31a5.pdf
174,2401105000772022,08-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001072022/04/Order-Challenge/04_order-Challange_004_164446681015549373506204927a549cc.pdf
175,2401105000772022,02-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001072022/04/Order-Challenge/04_order-Challange_004_164387839821069219661fb97fe8e153.pdf
176,2401105000782022,24-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001092022/04/Order-Challenge/04_order-Challange_004_1643104820187820480561efca34aedbd.pdf
177,2401105000792022,01-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001082022/04/Order-Challenge/04_order-Challange_004_1643796470205165748561fa57f683e4f.pdf
178,2401105000802022,14-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001102022/04/Order-Challenge/04_order-Challange_004_1645085031489719140620e0167d409e.pdf
179,2401105000802022,01-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001102022/04/Order-Challenge/04_order-Challange_004_164379636216514972861fa578a35395.pdf
180,2401105000812022,08-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105000952022/04/Order-Challenge/04_order-Challange_004_16444835266016293546204d3c69cd9b.pdf
181,2401105000822022,01-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001152022/04/Order-Challenge/04_order-Challange_004_16541625247510427676298845c97d8c.pdf
182,2401105000822022,05-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001152022/04/Order-Challenge/04_order-Challange_004_1649244739543906117624d7a43467e6.pdf
183,2401105000822022,18-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001152022/04/Order-Challenge/04_order-Challange_004_16452543201721001457621096b00cb57.pdf
184,2401105000832022,04-02-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001162022/04/Order-Challenge/04_order-Challange_004_1644236091169543269362010d3ba39df.pdf
185,2401105000842022,10-08-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_1691671075167313059464d4da23c9940.pdf
186,2401105000842022,26-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_1690782245196430025764c74a250c26b.pdf
187,2401105000842022,24-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_169036426456742181564c0e968530be.pdf
188,2401105000842022,07-07-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_1689143170109902259364ae4782aad8d.pdf
189,2401105000842022,27-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_168836377444154255764a262fe1e66a.pdf
190,2401105000842022,06-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_168629027617131259656482bf64d72b7.pdf
191,2401105000842022,10-05-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_168387307743069261645ddd35d2e1c.pdf
192,2401105000842022,10-04-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_16811945643723212666434fe443c74b.pdf
193,2401105000842022,13-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_167879125720867657716410525977a91.pdf
194,2401105000842022,09-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_1678440965563140159640afa05918a1.pdf
195,2401105000842022,01-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_16778385826136049896401c8f67669a.pdf
196,2401105000842022,23-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_167723976224604058263f8a5d2d95bd.pdf
197,2401105000842022,07-02-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_167592145436298467263e4882e80ce1.pdf
198,2401105000842022,17-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_1674112618109249041363c8ee6aef8b6.pdf
199,2401105000842022,09-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_167343657343499814463be9d9def49f.pdf
200,2401105000842022,15-12-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_167152014584708923363a15f91bdb59.pdf
201,2401105000842022,21-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_1669282885771204039637f3c45d9bee.pdf
202,2401105000842022,07-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_16681479671388995529636deaff4f034.pdf
203,2401105000842022,14-09-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_1663323788110793154863244e8cc6adc.pdf
204,2401105000842022,27-07-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_165909358710773001062e3c253303a7.pdf
205,2401105000842022,14-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_1655374259200402617362ab01b371851.pdf
206,2401105000842022,10-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_16523545511545133273627cedf7c8b68.pdf
207,2401105000842022,01-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001172022/04/Order-Challenge/04_order-Challange_004_164889690316713222462482b87bf0db.pdf
208,2401105000852022,24-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001202022/04/Order-Challenge/04_order-Challange_004_1643281443183231493661f27c2366135.pdf
209,2401105000862022,18-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001112022/04/Order-Challenge/04_order-Challange_004_16504484941596472389625fd86ed6426.pdf
210,2401105000872022,24-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001222022/04/Order-Challenge/04_order-Challange_004_1643281392201168185861f27bf029413.pdf
211,2401105000882022,07-06-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001252022/04/Order-Challenge/04_order-Challange_004_1654689930115819867462a0908adecc9.pdf
212,2401105000882022,12-05-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001252022/04/Order-Challenge/04_order-Challange_004_1652768274105768255562833e12ce2f3.pdf
213,2401105000882022,28-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001252022/04/Order-Challenge/04_order-Challange_004_16512290037095421626bc14bba7b1.pdf
214,2401105000882022,07-04-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001252022/04/Order-Challenge/04_order-Challange_004_1649417967114480061662501eefe88c0.pdf
215,2401105000882022,09-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001252022/04/Order-Challenge/04_order-Challange_004_16469051692866863046229c751ec65e.pdf
216,2401105000882022,04-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001252022/04/Order-Challenge/04_order-Challange_004_164639566820888960066222011460da8.pdf
217,2401105000892022,16-03-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001262022/04/Order-Challenge/04_order-Challange_004_16478509171666164226623835a57a8d6.pdf
218,2401105000892022,31-01-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001262022/04/Order-Challenge/04_order-Challange_004_164370741065566520061f8fc121673a.pdf
219,2401105000902022,14-06-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001282022/04/Order-Challenge/04_order-Challange_004_16874190428588503096493f8a2d8c83.pdf
220,2401105000902022,06-03-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001282022/04/Order-Challenge/04_order-Challange_004_167835742718202267986409b3b3cd597.pdf
221,2401105000902022,03-01-2023,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001282022/04/Order-Challenge/04_order-Challange_004_1672913109136953445163b6a0d50dcc2.pdf
222,2401105000902022,01-11-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001282022/04/Order-Challenge/04_order-Challange_004_166762592914468091766365f3c91fd17.pdf
223,2401105000902022,16-08-2022,,https://nclt.gov.in/gen_pdf.php?filepath=/Efile_Document/ncltdoc/casedoc/2401105001282022/04/Order-Challenge/04_order-Challange_004_16611663031591321753630362df96dce.pdf
